"Protein names","unique_genes","unique_organisms","Measure","Value"
"Protein ABSCISIC ACID-INSENSITIVE 5 (Dc3 promoter-binding factor 1) (AtDPBF1) (Protein GROWTH-INSENSITIVITY TO ABA 1) (bZIP transcription factor 39) (AtbZIP39)","ABI5 BZIP39 DPBF1 GIA1 NEM1 At2g36270 F2H17.12","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",47007
"Protein ACCUMULATION AND REPLICATION OF CHLOROPLASTS 3, chloroplastic","ARC3 At1g75010 F25A4.3 F9E10.14","Arabidopsis thaliana (Mouse-ear cress)","mean_length",741
"Protein ACCUMULATION AND REPLICATION OF CHLOROPLASTS 3, chloroplastic","ARC3 At1g75010 F25A4.3 F9E10.14","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",82583
"Protein ACCUMULATION AND REPLICATION OF CHLOROPLASTS 6, chloroplastic (AtARC6)","ARC6 At5g42480 MDH9.18","Arabidopsis thaliana (Mouse-ear cress)","mean_length",801
"Protein ACCUMULATION AND REPLICATION OF CHLOROPLASTS 6, chloroplastic (AtARC6)","ARC6 At5g42480 MDH9.18","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",88260
"Protein ALWAYS EARLY 2 (AtALY2)","ALY2 At3g05380 F22F7.18 T12H1.35","Arabidopsis thaliana (Mouse-ear cress)","mean_length",1051
"Protein ALWAYS EARLY 2 (AtALY2)","ALY2 At3g05380 F22F7.18 T12H1.35","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",117780
"Protein ASYMMETRIC LEAVES 2 (LOB domain-containing protein 6)","AS2 LBD6 At1g65620 F5I14.15","Arabidopsis thaliana (Mouse-ear cress)","mean_length",199
"Protein ASYMMETRIC LEAVES 2 (LOB domain-containing protein 6)","AS2 LBD6 At1g65620 F5I14.15","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",21710
"Protein ATAF2 (NAC domain-containing protein 81) (ANAC081)","NAC081 ATAF2 At5g08790 T2K12.140","Arabidopsis thaliana (Mouse-ear cress)","mean_length",283
"Protein ATAF2 (NAC domain-containing protein 81) (ANAC081)","NAC081 ATAF2 At5g08790 T2K12.140","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",32225
"Protein AUXIN RESPONSE 4","AXR4 At1g54990 F14C21.51 T24C10.10","Arabidopsis thaliana (Mouse-ear cress)","mean_length",473
"Protein AUXIN RESPONSE 4","AXR4 At1g54990 F14C21.51 T24C10.10","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",52419
"Protein AUXIN SIGNALING F-BOX 2","AFB2 LRF2 At3g26810 MDJ14.12","Arabidopsis thaliana (Mouse-ear cress)","mean_length",575
"Protein AUXIN SIGNALING F-BOX 2","AFB2 LRF2 At3g26810 MDJ14.12","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",64605
"Protein AUXIN SIGNALING F-BOX 3","AFB3 At1g12820 F13K23.7","Arabidopsis thaliana (Mouse-ear cress)","mean_length",577
"Protein AUXIN SIGNALING F-BOX 3","AFB3 At1g12820 F13K23.7","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",64906
"Protein BASIC PENTACYSTEINE2 (AtBPC2) (GAGA-binding transcriptional activator BBR/BPC2)","BPC2 BBR At1g14685 F10B6.5 T5E21.17","Arabidopsis thaliana (Mouse-ear cress)","mean_length",279
"Protein BASIC PENTACYSTEINE2 (AtBPC2) (GAGA-binding transcriptional activator BBR/BPC2)","BPC2 BBR At1g14685 F10B6.5 T5E21.17","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",31169
"Protein BASIC PENTACYSTEINE5 (AtBPC5) (GAGA-motif binding transcriptional activator BBR/BPC5)","BPC5 BBR/BPC5 At4g38910 F19H22.10","Arabidopsis thaliana (Mouse-ear cress)","mean_length",283
"Protein BASIC PENTACYSTEINE5 (AtBPC5) (GAGA-motif binding transcriptional activator BBR/BPC5)","BPC5 BBR/BPC5 At4g38910 F19H22.10","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",31776
"Protein BASIC PENTACYSTEINE6 (AtBPC6) (GAGA-binding transcriptional activator BBR/BPC6)","BPC6 BBR/BPC6 At5g42520 MDH9.22","Arabidopsis thaliana (Mouse-ear cress)","mean_length",342
"Protein BASIC PENTACYSTEINE6 (AtBPC6) (GAGA-binding transcriptional activator BBR/BPC6)","BPC6 BBR/BPC6 At5g42520 MDH9.22","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",38239
"Protein BIG GRAIN 1-like B","At1g54200 F20D21.2","Arabidopsis thaliana (Mouse-ear cress)","mean_length",366
"Protein BIG GRAIN 1-like B","At1g54200 F20D21.2","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",41770
"Protein BMH2","BMH2 YDR099W YD8557.08","Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)","mean_length",273
"Protein BMH2","BMH2 YDR099W YD8557.08","Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)","mean_mass",31061
"Protein BONZAI 2","BON2 At5g07300 T2I1.10","Arabidopsis thaliana (Mouse-ear cress)","mean_length",586
"Protein BONZAI 2","BON2 At5g07300 T2I1.10","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",64033
"Protein BRASSINAZOLE-RESISTANT 1 (Protein BIN2 SUBSTRATE 2)","BZR1 BIS2 At1g75080 F9E10.7","Arabidopsis thaliana (Mouse-ear cress)","mean_length",336
"Protein BRASSINAZOLE-RESISTANT 1 (Protein BIN2 SUBSTRATE 2)","BZR1 BIS2 At1g75080 F9E10.7","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",36486
"Protein BRASSINAZOLE-RESISTANT 2 (Protein 107) (Protein BIN2 SUBSTRATE 1) (Protein BRI1-EMS-SUPPRESSOR 1)","BZR2 BES1 BIS1 At1g19350 F18O14_4","Arabidopsis thaliana (Mouse-ear cress)","mean_length",335
"Protein BRASSINAZOLE-RESISTANT 2 (Protein 107) (Protein BIN2 SUBSTRATE 1) (Protein BRI1-EMS-SUPPRESSOR 1)","BZR2 BES1 BIS1 At1g19350 F18O14_4","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",36486
"Protein BRASSINOSTEROID INSENSITIVE 1 (AtBRI1) (EC 2.7.10.1) (EC 2.7.11.1) (Brassinosteroid LRR receptor kinase)","BRI1 At4g39400 F23K16.30","Arabidopsis thaliana (Mouse-ear cress)","mean_length",1196
"Protein BRASSINOSTEROID INSENSITIVE 1 (AtBRI1) (EC 2.7.10.1) (EC 2.7.11.1) (Brassinosteroid LRR receptor kinase)","BRI1 At4g39400 F23K16.30","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",130543
"Protein BREAST CANCER SUSCEPTIBILITY 2 homolog A (AtBRCA2A)","BRCA2A BRCA5(IV) At4g00020/At4g00010 F6N15.14/F6N15.15","Arabidopsis thaliana (Mouse-ear cress)","mean_length",1151
"Protein BREAST CANCER SUSCEPTIBILITY 2 homolog A (AtBRCA2A)","BRCA2A BRCA5(IV) At4g00020/At4g00010 F6N15.14/F6N15.15","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",126652
"Protein BREAST CANCER SUSCEPTIBILITY 2 homolog B (AtBRCA2B)","BRCA2B BRCA2(V) At5g01630 F7A7.150","Arabidopsis thaliana (Mouse-ear cress)","mean_length",1155
"Protein BREAST CANCER SUSCEPTIBILITY 2 homolog B (AtBRCA2B)","BRCA2B BRCA2(V) At5g01630 F7A7.150","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",127255
"Protein BREVIS RADIX (AtBRX)","BRX At1g31880 F5M6.11","Arabidopsis thaliana (Mouse-ear cress)","mean_length",344
"Protein BREVIS RADIX (AtBRX)","BRX At1g31880 F5M6.11","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",38761
"Protein BRICK 1 (AtBRK1)","BRK1 At2g22640 T9I22.8","Arabidopsis thaliana (Mouse-ear cress)","mean_length",85
"Protein BRICK 1 (AtBRK1)","BRK1 At2g22640 T9I22.8","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",9481
"Protein BTR1 (Binding to ToMV RNA 1)","BTR1 At5g04430 T32M21_30","Arabidopsis thaliana (Mouse-ear cress)","mean_length",313
"Protein BTR1 (Binding to ToMV RNA 1)","BTR1 At5g04430 T32M21_30","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",33821
"Protein BZR1 homolog 1 (OsBZR1) (Protein BRASSINAZOLE-RESISTANT 1 homolog 1)","BZR1 Os07g0580500 LOC_Os07g39220 OsJ_24880 P0453G03.22","Oryza sativa subsp. japonica (Rice)","mean_length",298
"Protein BZR1 homolog 1 (OsBZR1) (Protein BRASSINAZOLE-RESISTANT 1 homolog 1)","BZR1 Os07g0580500 LOC_Os07g39220 OsJ_24880 P0453G03.22","Oryza sativa subsp. japonica (Rice)","mean_mass",31909
"Protein C10","C12orf57 C10","Homo sapiens (Human)","mean_length",126
"Protein C10","C12orf57 C10","Homo sapiens (Human)","mean_mass",13178
"Protein CCA1 (MYB-related transcription factor CCA1) (Protein CIRCADIAN CLOCK ASSOCIATED 1)","CCA1 At2g46830 F19D11","Arabidopsis thaliana (Mouse-ear cress)","mean_length",608
"Protein CCA1 (MYB-related transcription factor CCA1) (Protein CIRCADIAN CLOCK ASSOCIATED 1)","CCA1 At2g46830 F19D11","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",66976
"Protein CELLULOSE SYNTHASE INTERACTIVE 1 (Protein POM-POM 2)","CSI1 POM2 At2g22125 T16B14.2","Arabidopsis thaliana (Mouse-ear cress)","mean_length",2150
"Protein CELLULOSE SYNTHASE INTERACTIVE 1 (Protein POM-POM 2)","CSI1 POM2 At2g22125 T16B14.2","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",230706
"Protein CHLOROPLAST IMPORT APPARATUS 2","CIA2 At5g57180 MUL3.13","Arabidopsis thaliana (Mouse-ear cress)","mean_length",435
"Protein CHLOROPLAST IMPORT APPARATUS 2","CIA2 At5g57180 MUL3.13","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",48410
"Protein CHROMATIN REMODELING 25 (AtCHR25) (EC 3.6.4.-) (DNA repair and recombination protein RAD54) (AtRAD54)","CHR25 RAD54 At3g19210 MVI11.13","Arabidopsis thaliana (Mouse-ear cress)","mean_length",910
"Protein CHROMATIN REMODELING 25 (AtCHR25) (EC 3.6.4.-) (DNA repair and recombination protein RAD54) (AtRAD54)","CHR25 RAD54 At3g19210 MVI11.13","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",101858
"Protein CHROMATIN REMODELING 5 (AtCHR5) (EC 3.6.4.-)","CHR5 At2g13370","Arabidopsis thaliana (Mouse-ear cress)","mean_length",1724
"Protein CHROMATIN REMODELING 5 (AtCHR5) (EC 3.6.4.-)","CHR5 At2g13370","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",197270
"Protein CLP1 homolog (CLP-like protein 3) (Protein CLP-SIMILAR PROTEIN 3)","CLPS3 At3g04680 F7O18.15","Arabidopsis thaliana (Mouse-ear cress)","mean_length",444
"Protein CLP1 homolog (CLP-like protein 3) (Protein CLP-SIMILAR PROTEIN 3)","CLPS3 At3g04680 F7O18.15","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",48421
"Protein CRABS CLAW","CRC At1g69180 F23O10.23 F4N2.14","Arabidopsis thaliana (Mouse-ear cress)","mean_length",181
"Protein CRABS CLAW","CRC At1g69180 F23O10.23 F4N2.14","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",19722
"Protein CUP-SHAPED COTYLEDON 2 (NAC domain-containing protein 98) (ANAC098) (NAC domain-containing protein CUC2)","NAC098 CUC2 At5g53950 K19P17.12","Arabidopsis thaliana (Mouse-ear cress)","mean_length",375
"Protein CUP-SHAPED COTYLEDON 2 (NAC domain-containing protein 98) (ANAC098) (NAC domain-containing protein CUC2)","NAC098 CUC2 At5g53950 K19P17.12","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",41434
"Protein CUP-SHAPED COTYLEDON 3 (NAC domain-containing protein 31) (ANAC031) (NAC domain-containing protein CUC3)","NAC031 CUC3 NAC368 At1g76420 F14G6.2 F15M4.8","Arabidopsis thaliana (Mouse-ear cress)","mean_length",334
"Protein CUP-SHAPED COTYLEDON 3 (NAC domain-containing protein 31) (ANAC031) (NAC domain-containing protein CUC3)","NAC031 CUC3 NAC368 At1g76420 F14G6.2 F15M4.8","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",38018
"Protein DAMAGED DNA-BINDING 2 (UV-damaged DNA-binding protein 2)","DDB2 At5g58760 MZN1.20","Arabidopsis thaliana (Mouse-ear cress)","mean_length",557
"Protein DAMAGED DNA-BINDING 2 (UV-damaged DNA-binding protein 2)","DDB2 At5g58760 MZN1.20","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",62829
"Protein DEHYDRATION-INDUCED 19 (AtDi19-1)","DI19-1 DI19 At1g56280 F14G9.11","Arabidopsis thaliana (Mouse-ear cress)","mean_length",206
"Protein DEHYDRATION-INDUCED 19 (AtDi19-1)","DI19-1 DI19 At1g56280 F14G9.11","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",23275
"Protein DELAY OF GERMINATION 1 (GLUCOSE SENSING QTL 5)","DOG1 GSQ5 At5g45830 K15I22.3","Arabidopsis thaliana (Mouse-ear cress)","mean_length",291
"Protein DELAY OF GERMINATION 1 (GLUCOSE SENSING QTL 5)","DOG1 GSQ5 At5g45830 K15I22.3","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",32470
"Protein DELETION OF SUV3 SUPPRESSOR 1(I) (AtDSS1(I)) (Probable 26S proteasome complex subunit sem1-1)","DSS1(I) At1g64750 F13O11.6","Arabidopsis thaliana (Mouse-ear cress)","mean_length",74
"Protein DELETION OF SUV3 SUPPRESSOR 1(I) (AtDSS1(I)) (Probable 26S proteasome complex subunit sem1-1)","DSS1(I) At1g64750 F13O11.6","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",8859
"Protein DETOXIFICATION 56 (AtDTX56) (Multidrug and toxic compound extrusion protein 56) (MATE protein 56) (Protein RESISTANT TO HIGH CARBON DIOXIDE 1)","DTX56 RHC1 At4g22790 T12H17.180","Arabidopsis thaliana (Mouse-ear cress)","mean_length",491
"Protein DETOXIFICATION 56 (AtDTX56) (Multidrug and toxic compound extrusion protein 56) (MATE protein 56) (Protein RESISTANT TO HIGH CARBON DIOXIDE 1)","DTX56 RHC1 At4g22790 T12H17.180","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",53702
"Protein DOG1-like 4","DOGL4 At4g18650 F28A21.60","Arabidopsis thaliana (Mouse-ear cress)","mean_length",232
"Protein DOG1-like 4","DOGL4 At4g18650 F28A21.60","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",27024
"Protein DSS1 HOMOLOG ON CHROMOSOME V (AtDSS1(V)) (Probable 26S proteasome complex subunit sem1-2)","DSS1(V) At5g45010 K21C13.20","Arabidopsis thaliana (Mouse-ear cress)","mean_length",73
"Protein DSS1 HOMOLOG ON CHROMOSOME V (AtDSS1(V)) (Probable 26S proteasome complex subunit sem1-2)","DSS1(V) At5g45010 K21C13.20","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",8698
"Protein Dr1 (Down-regulator of transcription 1) (Negative cofactor 2-beta) (NC2-beta) (TATA-binding protein-associated phosphoprotein)","DR1","Homo sapiens (Human)","mean_length",176
"Protein Dr1 (Down-regulator of transcription 1) (Negative cofactor 2-beta) (NC2-beta) (TATA-binding protein-associated phosphoprotein)","DR1","Homo sapiens (Human)","mean_mass",19444
"Protein Dr1 homolog (Negative cofactor 2-beta homolog) (NC2-beta homolog)","DR1 At5g23090 MYJ24.8","Arabidopsis thaliana (Mouse-ear cress)","mean_length",159
"Protein Dr1 homolog (Negative cofactor 2-beta homolog) (NC2-beta homolog)","DR1 At5g23090 MYJ24.8","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",17942
"Protein EARLY FLOWERING 3 (Nematode-responsive protein)","ELF3 PYK20 At2g25930 F17H15.25 T19L18.26","Arabidopsis thaliana (Mouse-ear cress)","mean_length",695
"Protein EARLY FLOWERING 3 (Nematode-responsive protein)","ELF3 PYK20 At2g25930 F17H15.25 T19L18.26","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",77206
"Protein EARLY FLOWERING 4 (Protein ARRHYTHMIC 44)","ELF4 ARR08 ARR16 ARR19 ARR44 ARR80 At2g40080 T28M21.24","Arabidopsis thaliana (Mouse-ear cress)","mean_length",111
"Protein EARLY FLOWERING 4 (Protein ARRHYTHMIC 44)","ELF4 ARR08 ARR16 ARR19 ARR44 ARR80 At2g40080 T28M21.24","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",12376
"Protein EDS1 (Enhanced disease susceptibility 1)","EDS1 EDS1-90 EDS1A At3g48090 T17F15.40","Arabidopsis thaliana (Mouse-ear cress)","mean_length",623
"Protein EDS1 (Enhanced disease susceptibility 1)","EDS1 EDS1-90 EDS1A At3g48090 T17F15.40","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",71690
"Protein ELC (AtELC) (ESCRT-I complex subunit VPS23 homolog 1) (Protein VACUOLAR PROTEIN SORTING 23A) (Vacuolar protein-sorting-associated protein 23 homolog 1)","ELC ELCH VPS23A At3g12400 MQC3.22 T2E22.28","Arabidopsis thaliana (Mouse-ear cress)","mean_length",398
"Protein ELC (AtELC) (ESCRT-I complex subunit VPS23 homolog 1) (Protein VACUOLAR PROTEIN SORTING 23A) (Vacuolar protein-sorting-associated protein 23 homolog 1)","ELC ELCH VPS23A At3g12400 MQC3.22 T2E22.28","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",44716
"Protein ELC-like (ESCRT-I complex subunit VPS23 homolog 2) (Protein VACUOLAR PROTEIN SORTING 23B) (Vacuolar protein sorting-associated protein 23 homolog 2)","ELCL ELCHL VPS23B At5g13860 MAC12.18","Arabidopsis thaliana (Mouse-ear cress)","mean_length",368
"Protein ELC-like (ESCRT-I complex subunit VPS23 homolog 2) (Protein VACUOLAR PROTEIN SORTING 23B) (Vacuolar protein sorting-associated protein 23 homolog 2)","ELCL ELCHL VPS23B At5g13860 MAC12.18","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",41495
"Protein ENHANCED DISEASE RESISTANCE 4","EDR4 Y-1 At5g05190 K2A11.6","Arabidopsis thaliana (Mouse-ear cress)","mean_length",615
"Protein ENHANCED DISEASE RESISTANCE 4","EDR4 Y-1 At5g05190 K2A11.6","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",68351
"Protein ETHYLENE INSENSITIVE 3","EIN3 At3g20770 MOE17.8","Arabidopsis thaliana (Mouse-ear cress)","mean_length",628
"Protein ETHYLENE INSENSITIVE 3","EIN3 At3g20770 MOE17.8","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",71421
"Protein FAM53C","FAM53C C5orf6","Homo sapiens (Human)","mean_length",392
"Protein FAM53C","FAM53C C5orf6","Homo sapiens (Human)","mean_mass",43091
"Protein FAM76B","FAM76B","Homo sapiens (Human)","mean_length",339
"Protein FAM76B","FAM76B","Homo sapiens (Human)","mean_mass",38708
"Protein FAR-RED ELONGATED HYPOCOTYL 1 (Protein PHYTOCHROME A SIGNAL TRANSDUCTION 3)","FHY1 PAT3 At2g37678 F13M22","Arabidopsis thaliana (Mouse-ear cress)","mean_length",202
"Protein FAR-RED ELONGATED HYPOCOTYL 1 (Protein PHYTOCHROME A SIGNAL TRANSDUCTION 3)","FHY1 PAT3 At2g37678 F13M22","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",23013
"Protein FAR-RED IMPAIRED RESPONSE 1","FAR1 At4g15090 dl3590w FCAALL.134","Arabidopsis thaliana (Mouse-ear cress)","mean_length",827
"Protein FAR-RED IMPAIRED RESPONSE 1","FAR1 At4g15090 dl3590w FCAALL.134","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",95449
"Protein FAR-RED-ELONGATED HYPOCOTYL 1-LIKE","FHL At5g02200 T7H20.250","Arabidopsis thaliana (Mouse-ear cress)","mean_length",201
"Protein FAR-RED-ELONGATED HYPOCOTYL 1-LIKE","FHL At5g02200 T7H20.250","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",22376
"Protein FAR1-RELATED SEQUENCE 1","FRS1 At4g19990 F18F4.90","Arabidopsis thaliana (Mouse-ear cress)","mean_length",687
"Protein FAR1-RELATED SEQUENCE 1","FRS1 At4g19990 F18F4.90","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",80312
"Protein FAR1-RELATED SEQUENCE 11","FRS11 At1g10240 F14N23.12","Arabidopsis thaliana (Mouse-ear cress)","mean_length",680
"Protein FAR1-RELATED SEQUENCE 11","FRS11 At1g10240 F14N23.12","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",77731
"Protein FAR1-RELATED SEQUENCE 3","FRS3 At2g27110 T20P8.16","Arabidopsis thaliana (Mouse-ear cress)","mean_length",851
"Protein FAR1-RELATED SEQUENCE 3","FRS3 At2g27110 T20P8.16","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",96258
"Protein FAR1-RELATED SEQUENCE 5","FRS5 At4g38180 F20D10.300","Arabidopsis thaliana (Mouse-ear cress)","mean_length",788
"Protein FAR1-RELATED SEQUENCE 5","FRS5 At4g38180 F20D10.300","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",90485
"Protein FD (bZIP transcription factor 14) (AtbZIP14)","FD BZIP14 At4g35900 F4B14.170 T19K4.30","Arabidopsis thaliana (Mouse-ear cress)","mean_length",285
"Protein FD (bZIP transcription factor 14) (AtbZIP14)","FD BZIP14 At4g35900 F4B14.170 T19K4.30","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",31377
"Protein FIZZY-RELATED 1 (Cell cycle switch protein CCS52A2)","FZR1 CCS52A2 CDH1-1 At4g11920 T26M18.130","Arabidopsis thaliana (Mouse-ear cress)","mean_length",475
"Protein FIZZY-RELATED 1 (Cell cycle switch protein CCS52A2)","FZR1 CCS52A2 CDH1-1 At4g11920 T26M18.130","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",52330
"Protein FIZZY-RELATED 3 (Cell cycle switch protein CCS52B)","FZR3 CCS52B CDH1-3 At5g13840 MAC12.21","Arabidopsis thaliana (Mouse-ear cress)","mean_length",481
"Protein FIZZY-RELATED 3 (Cell cycle switch protein CCS52B)","FZR3 CCS52B CDH1-3 At5g13840 MAC12.21","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",52378
